rij,obs,pop,houseType,residenceStatus,kom,sex,description,buurt
86,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J86-h,3758,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt CC,https://adamlink.nl/geo/district/buurt-cc/125
87,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J87-h,2500,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt DD,https://adamlink.nl/geo/district/buurt-dd/111
88,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J88-h,3370,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt EE,https://adamlink.nl/geo/district/buurt-ee/110
89,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J89-h,2568,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt FF,https://adamlink.nl/geo/district/buurt-ff/112
90,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J90-h,3064,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt GG,https://adamlink.nl/geo/district/buurt-gg/113
91,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J91-h,2239,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt HH,https://adamlink.nl/geo/district/buurt-hh/114
92,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J92-h,2333,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt II,https://adamlink.nl/geo/district/buurt-jj/122
93,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J93-h,4,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt II Schepen,https://adamlink.nl/geo/district/buurt-jj/122
94,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J94-h,2818,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt KK,https://adamlink.nl/geo/district/buurt-kk/115
95,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J95-h,1749,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt LL,https://adamlink.nl/geo/district/buurt-ll/116
96,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J96-h,3,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt LL Schepen,https://adamlink.nl/geo/district/buurt-ll/116
97,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J97-h,2641,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt MM,https://adamlink.nl/geo/district/buurt-mm/109
98,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J98-h,2851,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt NN,https://adamlink.nl/geo/district/buurt-nn/108
99,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-J99-h,12,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Kom. Buurt NN Schepen,https://adamlink.nl/geo/district/buurt-nn/108
90,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H90-h,1430,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt GG,https://adamlink.nl/geo/district/buurt-gg/113
91,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H91-h,839,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt HH,https://adamlink.nl/geo/district/buurt-hh/114
92,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H92-h,837,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt II,https://adamlink.nl/geo/district/buurt-jj/122
93,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H93-h,2,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt II Schepen,https://adamlink.nl/geo/district/buurt-jj/122
94,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H94-h,916,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt KK,https://adamlink.nl/geo/district/buurt-kk/115
95,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H95-h,498,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt LL,https://adamlink.nl/geo/district/buurt-ll/116
96,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H96-h,8,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt LL Schepen,https://adamlink.nl/geo/district/buurt-ll/116
97,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H97-h,1084,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt MM,https://adamlink.nl/geo/district/buurt-mm/109
98,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H98-h,1208,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt NN,https://adamlink.nl/geo/district/buurt-nn/108
99,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H99-h,7,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt NN Schepen,https://adamlink.nl/geo/district/buurt-nn/108
